City Code,Name,State,Year,Total Population,Attended Population (water),Water Length,Water Volume Produced,Water Volume Consumed,Attended Population (sewer),Sewer Length,Sewer Volume,Percent Served,Served Population
411730,Ortigueira,PR,2005,23783,9988.0,49.0,519.66,353.27,3108.0,34.0,126.03,0.4199638397174452,9988.0
411750,Paiçandu,PR,2020,41773,41768.0,301.5,2885.12,2502.2,41768.0,190.18,1919.57,0.9998803054604649,41768.0
411750,Paiçandu,PR,2019,41281,41276.0,226.91,2761.22,2429.13,36321.0,170.98,1566.82,0.9998788789031273,41276.0
411750,Paiçandu,PR,2018,40777,40772.0,222.73,2470.37,2279.67,29387.0,168.3,1395.93,0.9998773818574196,40772.0
411750,Paiçandu,PR,2017,40156,40151.0,196.54,2890.69,2286.2,28989.0,150.51,1377.02,0.999875485606136,40151.0
411750,Paiçandu,PR,2016,39728,39724.0,195.91,3051.08,2211.32,27840.0,150.43,1330.81,0.9998993153443415,39724.0
411750,Paiçandu,PR,2015,39291,39284.0,194.05,2854.24,2131.46,26803.0,149.58,1270.17,0.9998218421521468,39284.0
411750,Paiçandu,PR,2014,38846,38846.0,188.04,2613.5,2149.21,24512.0,143.78,1266.37,1.0,38846.0
411750,Paiçandu,PR,2013,38385,38385.0,178.18,2861.9,1987.68,24765.0,132.88,1194.27,1.0,38385.0
411750,Paiçandu,PR,2012,36717,36717.0,177.15,2803.59,1954.55,23824.0,131.75,1186.49,1.0,36717.0
411750,Paiçandu,PR,2011,36333,36333.0,167.02,2595.57,1841.65,23240.0,122.0,1141.76,1.0,36333.0
411750,Paiçandu,PR,2010,35936,35936.0,166.83,2451.73,1773.1,22425.0,121.99,1132.41,1.0,35936.0
411750,Paiçandu,PR,2006,37096,35493.0,154.0,2096.1,1521.2,5545.0,33.0,322.5,0.9567877938322191,35493.0
411750,Paiçandu,PR,2005,36131,34856.0,153.0,1976.52,1464.11,5546.0,33.0,319.87,0.9647117433782625,34856.0
411760,Palmas,PR,2020,51755,49575.0,247.44,2384.58,1722.86,37851.0,152.23,1334.93,0.9578784658487103,49575.0
411760,Palmas,PR,2019,50986,48746.0,239.04,2387.15,1705.09,37300.0,151.75,1338.05,0.9560663711607108,48746.0
411760,Palmas,PR,2018,50198,47971.0,231.04,2315.34,1689.96,36732.0,149.14,1317.97,0.9556356826965218,47971.0
411760,Palmas,PR,2017,48990,46967.0,227.28,2062.58,1716.06,36170.0,146.0,1262.09,0.9587058583384365,46967.0
411760,Palmas,PR,2016,48339,45745.0,221.6,2169.65,1649.78,31842.0,139.47,1155.48,0.9463373259686796,45745.0
411760,Palmas,PR,2015,47674,44569.0,208.72,2181.55,1603.83,31270.0,134.71,1108.73,0.9348701598355498,44569.0
411760,Palmas,PR,2014,46996,43607.0,165.28,2113.45,1591.3,27228.0,132.48,1042.67,0.9278874797855137,43607.0
411760,Palmas,PR,2013,46294,42955.0,159.87,1964.41,1522.22,25787.0,128.39,969.08,0.9278740225515185,42955.0
411760,Palmas,PR,2012,44107,40536.0,153.81,1941.35,1486.06,25233.0,121.9,932.13,0.919037794454395,40536.0
411760,Palmas,PR,2011,43508,39364.0,151.92,1976.32,1459.04,23850.0,112.95,926.21,0.9047531488461892,39364.0
411760,Palmas,PR,2010,42888,38336.0,151.39,1992.79,1401.78,22597.0,112.44,848.08,0.89386308524529,38336.0
411760,Palmas,PR,2009,43409,39187.0,149.91,1817.66,1372.26,20554.0,98.72,739.0,0.9027390633278813,39187.0
411760,Palmas,PR,2008,42643,38410.0,149.22,1799.39,1337.84,18820.0,98.31,650.69,0.9007340008911193,38410.0
411760,Palmas,PR,2007,40485,31544.0,144.34,1882.45,1354.83,11842.0,97.46,505.09,0.7791527726318389,31544.0
411760,Palmas,PR,2006,39417,31538.0,143.0,1803.3,1368.6,7479.0,24.0,267.4,0.8001116269629855,31538.0
411760,Palmas,PR,2005,38717,31527.0,140.0,1805.52,1353.94,3880.0,24.0,216.53,0.8142934628199499,31527.0
411770,Palmeira,PR,2020,33994,26976.0,215.26,1452.71,1000.84,22842.0,93.02,806.07,0.7935518032593987,26976.0
411770,Palmeira,PR,2019,33877,26244.0,166.95,1440.53,1012.15,22255.0,89.84,825.99,0.7746848894530213,26244.0
411770,Palmeira,PR,2018,33757,25638.0,164.48,1503.17,983.57,21733.0,88.63,810.0,0.759486921231152,25638.0
411770,Palmeira,PR,2017,34023,24970.0,163.04,1454.01,970.94,21257.0,86.78,805.28,0.7339152925961849,24970.0
411770,Palmeira,PR,2016,33889,24108.0,162.73,1443.72,924.8,20622.0,86.67,761.73,0.7113812741597568,24108.0
411770,Palmeira,PR,2015,33753,23551.0,160.65,1415.94,897.29,19896.0,86.5,740.16,0.6977453855953545,23551.0
411770,Palmeira,PR,2014,33613,23094.0,160.68,1374.64,905.26,19594.0,86.18,766.11,0.6870556034867462,23094.0
411770,Palmeira,PR,2013,33469,23366.0,159.39,1450.36,885.65,18979.0,86.02,743.6,0.6981385759956975,23366.0
411770,Palmeira,PR,2012,32326,21973.0,157.61,1424.53,879.77,18545.0,85.96,737.86,0.6797314854915548,21973.0
411770,Palmeira,PR,2011,32232,21202.0,157.14,1326.61,850.89,17878.0,85.75,705.36,0.6577934971456937,21202.0
411770,Palmeira,PR,2010,32123,20658.0,156.96,1261.3,826.29,17129.0,85.52,680.78,0.6430906204277309,20658.0
411770,Palmeira,PR,2009,32401,22746.0,154.19,1162.07,792.35,19003.0,85.27,649.76,0.7020153698959909,22746.0
411770,Palmeira,PR,2008,32282,22630.0,153.47,1142.41,756.02,19015.0,85.16,624.34,0.7010098506907875,22630.0
411770,Palmeira,PR,2007,31234,22261.0,143.83,1158.81,734.73,18412.0,84.84,595.01,0.7127169110584619,22261.0
411770,Palmeira,PR,2006,32178,21257.0,142.0,1060.1,725.0,17435.0,70.0,571.2,0.6606066256448505,21257.0
411770,Palmeira,PR,2005,31975,20594.0,142.0,1036.04,704.51,16555.0,70.0,557.38,0.6440656763096169,20594.0
411780,Palmital,PR,2020,12960,11053.0,77.05,525.08,439.94,4391.0,22.44,136.38,0.852854938271605,11053.0
411780,Palmital,PR,2019,13172,10675.0,70.19,522.63,428.2,3014.0,22.4,121.44,0.8104312177345885,10675.0
411780,Palmital,PR,2018,13389,10495.0,69.46,514.21,401.52,2948.0,22.36,114.3,0.7838524161625214,10495.0
411780,Palmital,PR,2017,14189,10328.0,60.0,476.94,399.85,2825.0,22.24,113.27,0.7278878004087673,10328.0
411780,Palmital,PR,2016,14332,10171.0,59.46,474.87,396.58,2746.0,21.85,94.0,0.7096706670387943,10171.0
411790,Palotina,PR,2020,32121,32117.0,374.47,2601.95,1904.69,24659.0,212.36,1140.35,0.999875470875751,32117.0
411790,Palotina,PR,2019,31846,31842.0,320.91,2535.58,1848.78,23835.0,198.04,1126.64,0.9998743955284808,31842.0
411790,Palotina,PR,2018,31564,31560.0,299.72,2348.83,1715.83,23082.0,183.04,1037.81,0.9998732733493854,31560.0
411790,Palotina,PR,2017,31366,31362.0,284.95,2354.79,1710.14,22176.0,171.24,1037.58,0.9998724733788178,31362.0
411790,Palotina,PR,2016,31115,31111.0,269.62,2377.44,1637.69,20541.0,160.13,995.28,0.9998714446408484,31111.0
411790,Palotina,PR,2015,30859,30853.0,252.89,2262.19,1600.0,19931.0,148.06,960.39,0.9998055672575261,30853.0
411790,Palotina,PR,2014,30598,30430.0,248.52,2261.64,1599.42,15861.0,119.18,822.37,0.9945094450617687,30430.0
411790,Palotina,PR,2013,30327,30106.0,225.33,2231.62,1497.11,15921.0,103.18,759.28,0.9927127642035151,30106.0
411790,Palotina,PR,2012,29123,28535.0,211.68,2095.13,1452.17,14420.0,91.5,660.37,0.9798097723448821,28535.0
411790,Palotina,PR,2011,28907,27145.0,203.51,1897.31,1343.78,10092.0,64.5,522.43,0.9390459058359567,27145.0
411790,Palotina,PR,2010,28683,26071.0,184.79,1778.93,1299.62,9990.0,64.14,515.64,0.9089356064567863,26071.0
411790,Palotina,PR,2009,28966,25367.0,180.76,1636.91,1245.82,9763.0,63.85,489.22,0.8757508803424705,25367.0
411790,Palotina,PR,2008,28691,24404.0,175.14,1564.12,1163.25,9183.0,63.5,444.29,0.8505803213551287,24404.0
411790,Palotina,PR,2007,27545,24403.0,168.98,1526.59,1189.0,9188.0,63.18,452.93,0.885932111090942,24403.0
411790,Palotina,PR,2006,26872,23875.0,162.0,1572.7,1167.6,8855.0,60.0,406.6,0.8884712712116701,23875.0
411790,Palotina,PR,2005,26704,23076.0,157.0,1641.29,1200.44,5736.0,60.0,282.86,0.8641402037147993,23076.0
411800,Paraíso do Norte,PR,2020,14023,14021.0,119.99,915.43,726.78,11875.0,78.27,575.08,0.9998573771660842,14021.0
411800,Paraíso do Norte,PR,2019,13830,13828.0,106.67,848.66,693.1,11489.0,78.27,548.81,0.9998553868402025,13828.0
411800,Paraíso do Norte,PR,2018,13631,13629.0,106.26,781.79,654.66,10632.0,71.84,458.51,0.9998532756217445,13629.0
411800,Paraíso do Norte,PR,2017,13345,13343.0,102.76,820.45,677.6,8317.0,51.99,307.59,0.9998501311352567,13343.0
411800,Paraíso do Norte,PR,2016,13180,13178.0,99.49,814.97,672.84,5633.0,51.99,285.66,0.9998482549317147,13178.0
411800,Paraíso do Norte,PR,2015,13011,13008.0,96.48,761.5,639.76,5620.0,35.93,281.55,0.9997694258704174,13008.0
411800,Paraíso do Norte,PR,2014,12839,12691.0,90.74,754.82,665.4,5356.0,14.49,294.41,0.9884726224783862,12691.0
411800,Paraíso do Norte,PR,2013,12661,12286.0,75.81,766.63,646.72,5281.0,14.49,168.19,0.9703814864544664,12286.0
411800,Paraíso do Norte,PR,2012,12079,11482.0,75.73,759.0,635.31,1560.0,14.49,100.42,0.9505753787565195,11482.0
411800,Paraíso do Norte,PR,2011,11929,11096.0,75.35,711.53,595.72,1538.0,14.49,95.25,0.9301701735266996,11096.0
411800,Paraíso do Norte,PR,2010,11772,10767.0,75.18,712.06,586.21,1469.0,14.04,15.79,0.9146279306829765,10767.0
411810,Paranacity,PR,2020,11580,11578.0,90.76,675.83,572.89,5906.0,48.22,265.63,0.9998272884283247,11578.0
411810,Paranacity,PR,2019,11472,11470.0,75.01,650.06,558.43,5871.0,47.7,277.44,0.9998256624825662,11470.0
411810,Paranacity,PR,2018,11361,11359.0,74.85,662.43,559.97,6386.0,47.1,285.67,0.9998239591585247,11359.0
411810,Paranacity,PR,2017,11265,11263.0,73.53,726.4,607.77,6389.0,46.99,292.99,0.9998224589436308,11263.0
411810,Paranacity,PR,2016,11168,11166.0,73.52,720.01,589.07,6214.0,46.67,282.01,0.9998209169054442,11166.0
411810,Paranacity,PR,2015,11069,11066.0,64.33,686.06,594.79,5890.0,40.2,279.97,0.9997289728069383,11066.0
411810,Paranacity,PR,2014,10968,10968.0,57.65,665.49,551.82,6021.0,35.11,292.58,1.0,10968.0
411810,Paranacity,PR,2013,10863,10863.0,52.15,651.77,517.28,6072.0,32.69,268.37,1.0,10863.0
411810,Paranacity,PR,2012,10423,10423.0,52.07,658.54,507.78,5425.0,32.38,256.02,1.0,10423.0
411810,Paranacity,PR,2011,10338,10338.0,51.87,601.63,484.4,5020.0,32.13,233.87,1.0,10338.0
411810,Paranacity,PR,2010,10250,10217.0,50.82,564.97,465.13,4568.0,32.05,220.44,0.996780487804878,10217.0
411810,Paranacity,PR,2009,9946,9313.0,50.63,533.71,436.67,4085.0,31.67,206.74,0.9363563241504123,9313.0
411810,Paranacity,PR,2008,9876,8808.0,50.41,533.23,430.53,3886.0,31.67,198.23,0.8918590522478737,8808.0
411810,Paranacity,PR,2007,9513,8631.0,49.72,503.44,413.71,3481.0,31.07,186.19,0.9072847682119205,8631.0
411810,Paranacity,PR,2006,9538,8367.0,49.0,482.7,383.5,3334.0,31.0,166.7,0.8772279303837283,8367.0
411810,Paranacity,PR,2005,9473,8188.0,46.0,462.8,379.52,3193.0,28.0,163.45,0.8643513142615855,8188.0
411820,Paranaguá,PR,2020,156174,150427.0,659.71,9430.26,5289.87,135385.0,582.48,4652.93,0.9632013011128613,150427.0
411820,Paranaguá,PR,2019,154936,149329.0,653.77,10129.44,5335.28,134396.0,579.55,4416.5,0.9638108638405535,149329.0
411820,Paranaguá,PR,2018,153666,148105.0,647.08,9911.57,5086.48,112453.0,536.39,4240.04,0.9638111228248278,148105.0
411820,Paranaguá,PR,2017,152975,147439.0,640.07,10363.22,4921.13,111616.0,535.07,4721.45,0.9638110802418696,147439.0
411820,Paranaguá,PR,2016,151829,146000.0,631.84,10806.0,4924.49,109981.0,534.14,3693.0,0.9616081249300199,146000.0
411820,Paranaguá,PR,2015,150660,145208.0,628.36,11355.0,5152.0,108906.0,532.65,3864.0,0.9638125580777911,145208.0
411820,Paranaguá,PR,2014,149467,138294.0,562.75,11556.77,5593.61,103702.0,528.57,4543.43,0.9252477135421197,138294.0
411820,Paranaguá,PR,2013,148232,142868.0,556.93,12730.81,5678.83,104288.0,434.97,4604.48,0.9638134815694317,142868.0
411820,Paranaguá,PR,2012,142452,137297.0,553.18,10991.0,5601.12,104071.0,383.19,4335.4,0.9638123718866706,137297.0
411820,Paranaguá,PR,2011,141477,141441.0,596.02,10270.96,5247.57,103359.0,355.79,3618.03,0.9997455416781527,141441.0
411820,Paranaguá,PR,2010,140469,139916.0,584.38,11901.8,5299.88,101125.0,353.61,4204.8,0.9960631883191309,139916.0
411820,Paranaguá,PR,2008,138748,130881.0,522.7,11705.0,4592.86,97614.0,331.7,4353.0,0.9433000836048088,130881.0
411820,Paranaguá,PR,2007,133559,127477.0,516.26,11639.0,4440.47,95608.0,330.0,3330.35,0.9544620729415464,127477.0
411820,Paranaguá,PR,2006,147934,135100.0,545.0,8453.0,5268.4,95900.0,391.0,2080.8,0.9132450957859586,135100.0
411820,Paranaguá,PR,2005,144797,133500.0,531.0,8993.0,5411.5,94200.0,365.0,2094.9,0.9219804277712936,133500.0
411840,Paranavaí,PR,2020,88922,88913.0,778.25,6754.97,5077.87,87369.0,562.51,4230.94,0.9998987877015811,88913.0
411840,Paranavaí,PR,2019,88374,88365.0,749.65,6584.5,5009.3,84810.0,552.43,4207.96,0.9998981600923349,88365.0
411840,Paranavaí,PR,2018,87813,87804.0,747.59,6242.91,4810.72,83360.0,549.41,4039.86,0.999897509480373,87804.0
411840,Paranavaí,PR,2017,87850,87841.0,719.34,6355.11,4861.55,81386.0,524.12,4058.76,0.9998975526465567,87841.0
411840,Paranavaí,PR,2016,87316,87307.0,705.03,5978.89,4736.14,78666.0,517.15,3934.62,0.9998969261074717,87307.0
411840,Paranavaí,PR,2015,86773,86756.0,686.3,5671.49,4601.64,77757.0,499.59,3892.08,0.9998040865246102,86756.0
411840,Paranavaí,PR,2014,86218,86218.0,627.87,5972.53,4793.03,72196.0,478.92,4025.18,1.0,86218.0
411840,Paranavaí,PR,2013,85643,85643.0,590.33,5831.56,4607.61,72182.0,443.47,3814.63,1.0,85643.0
411840,Paranavaí,PR,2012,82472,82472.0,582.67,5997.42,4622.94,68632.0,431.96,3740.68,1.0,82472.0
411840,Paranavaí,PR,2011,82039,82039.0,579.6,5830.03,4344.89,67032.0,429.88,3542.54,1.0,82039.0
411840,Paranavaí,PR,2010,81590,81590.0,566.86,5549.85,4253.82,64595.0,410.37,3370.57,1.0,81590.0
411840,Paranavaí,PR,2009,82716,78029.0,543.21,5164.33,4026.49,60178.0,389.72,3172.12,0.9433362348276029,78029.0
411840,Paranavaí,PR,2008,82133,77081.0,539.1,5068.44,3898.13,59828.0,386.32,3072.63,0.9384900101055605,77081.0
411840,Paranavaí,PR,2007,79110,75386.0,532.8,4993.94,3881.69,58329.0,385.47,3038.25,0.9529263051447352,75386.0
411840,Paranavaí,PR,2006,79222,73910.0,532.0,4796.2,3775.0,56623.0,385.0,2940.8,0.9329479185074853,73910.0
411840,Paranavaí,PR,2005,78693,72513.0,528.0,4735.94,3698.62,55294.0,382.0,2784.21,0.9214669665662766,72513.0
411850,Pato Branco,PR,2020,83843,83834.0,741.92,6271.11,4739.86,83834.0,431.39,3784.52,0.9998926565127679,83834.0
411850,Pato Branco,PR,2019,82881,82872.0,669.09,5804.0,4623.03,82288.0,409.12,3755.16,0.9998914105766098,82872.0
411850,Pato Branco,PR,2018,81893,81884.0,631.87,5598.19,4410.27,79839.0,395.94,3590.1,0.99989010049699,81884.0
411850,Pato Branco,PR,2017,80710,80701.0,600.15,5441.09,4391.89,76482.0,380.11,3571.09,0.999888489654318,80701.0
411850,Pato Branco,PR,2016,79869,79861.0,576.7,5384.84,4278.49,74018.0,373.72,3477.26,0.9998998359814196,79861.0
411850,Pato Branco,PR,2015,79011,78996.0,534.51,5164.61,4127.99,71172.0,354.97,3331.74,0.9998101530166685,78996.0
411850,Pato Branco,PR,2014,78136,78136.0,462.71,5058.94,4073.33,64872.0,343.58,3293.82,1.0,78136.0
411850,Pato Branco,PR,2013,77230,77230.0,455.44,4713.38,3898.69,64710.0,315.1,3092.93,1.0,77230.0
411850,Pato Branco,PR,2012,73901,73901.0,436.9,4602.65,3831.36,60053.0,313.25,2989.29,1.0,73901.0
411850,Pato Branco,PR,2011,73148,73148.0,412.66,4386.18,3576.8,57192.0,306.74,2817.98,1.0,73148.0
411850,Pato Branco,PR,2010,72370,70830.0,390.45,4243.17,3468.6,54593.0,303.78,2744.21,0.9787204642807793,70830.0
411850,Pato Branco,PR,2009,70160,66551.0,360.7,4094.78,3259.46,52342.0,300.76,2585.46,0.948560433295325,66551.0
411850,Pato Branco,PR,2008,69478,65228.0,350.78,4008.61,3054.31,50316.0,288.73,2408.23,0.9388295575577881,65228.0
411850,Pato Branco,PR,2007,66680,65013.0,345.41,3939.87,2920.63,50596.0,286.3,2289.59,0.975,65013.0
411850,Pato Branco,PR,2006,69903,63705.0,330.0,3559.2,2836.8,46195.0,244.0,2078.3,0.9113342774988198,63705.0
411850,Pato Branco,PR,2005,68735,62629.0,323.0,3639.86,2744.7,42777.0,243.0,1953.02,0.9111660725976577,62629.0
411885,Perobal,PR,2020,6160,6159.0,34.87,366.12,303.91,1915.0,9.6,66.91,0.9998376623376624,6159.0
411885,Perobal,PR,2019,6127,6126.0,31.33,352.93,286.28,1148.0,9.6,38.38,0.9998367879875959,6126.0
411900,Pérola D Oeste,PR,2012,6672,3730.0,27.87,254.55,155.84,1856.0,17.61,63.1,0.559052757793765,3730.0
411915,Pinhais,PR,2020,133490,133490.0,619.76,77289.69,71805.83,128638.0,533.48,5004.79,1.0,133490.0
411915,Pinhais,PR,2019,132157,132157.0,617.68,82350.23,77158.44,123792.0,482.54,5216.54,1.0,132157.0
411915,Pinhais,PR,2018,130789,130789.0,615.19,82354.82,77387.78,120355.0,480.39,5060.22,1.0,130789.0
411915,Pinhais,PR,2017,129445,129445.0,612.06,81495.21,76996.45,117543.0,478.75,5075.92,1.0,129445.0
411915,Pinhais,PR,2016,128256,128256.0,604.82,11253.16,6133.71,114652.0,459.76,4915.1,1.0,128256.0
411915,Pinhais,PR,2015,127045,127033.0,591.46,11043.19,6131.59,111101.0,456.35,4821.06,0.9999055452792318,127033.0
411915,Pinhais,PR,2014,125808,125808.0,466.73,11452.58,6514.13,101708.0,419.92,4774.45,1.0,125808.0
411915,Pinhais,PR,2013,124528,124528.0,465.07,11746.42,6118.16,100771.0,417.36,4593.61,1.0,124528.0
411915,Pinhais,PR,2012,119379,119379.0,457.49,12592.0,6053.25,96360.0,357.37,4359.7,1.0,119379.0
411915,Pinhais,PR,2011,118334,118063.0,454.21,11693.73,5921.51,86491.0,351.33,3665.38,0.9977098720570589,118063.0
411915,Pinhais,PR,2010,117008,116343.0,451.03,10317.52,5631.53,75226.0,344.33,3283.05,0.9943166279228771,116343.0
411915,Pinhais,PR,2006,123288,118037.0,164.0,8507.1,4754.7,48262.0,159.0,1766.8,0.9574086691324378,118037.0
411915,Pinhais,PR,2005,120195,115123.0,124.0,10333.17,4650.91,44730.0,133.0,1514.11,0.9578019052373227,115123.0
411930,Pinhão,PR,2020,32559,22494.0,113.51,953.01,784.88,7711.0,46.9,300.93,0.6908688841794896,22494.0
411930,Pinhão,PR,2019,32391,22079.0,109.81,939.52,779.34,7612.0,45.23,308.34,0.6816399617177611,22079.0
411930,Pinhão,PR,2018,32219,21875.0,108.85,910.53,736.98,7609.0,45.16,294.37,0.6789472050653341,21875.0
411930,Pinhão,PR,2017,32322,21630.0,99.97,902.02,754.6,7582.0,42.33,303.55,0.6692036383887136,21630.0
411930,Pinhão,PR,2016,32152,21369.0,98.9,890.05,723.14,7490.0,42.33,284.4,0.6646242846479223,21369.0
411930,Pinhão,PR,2015,31978,21063.0,98.45,851.02,696.1,6987.0,42.32,264.1,0.6586715867158671,21063.0
411930,Pinhão,PR,2014,31800,20607.0,97.66,854.74,698.83,6569.0,42.0,265.2,0.6480188679245283,20607.0
411930,Pinhão,PR,2013,31617,20039.0,96.9,837.17,674.35,6579.0,42.0,258.34,0.6338045987917892,20039.0
411930,Pinhão,PR,2012,30480,19516.0,95.89,818.79,657.64,6426.0,41.87,255.75,0.6402887139107611,19516.0
411930,Pinhão,PR,2011,30347,18842.0,94.32,783.42,625.22,6262.0,41.81,245.59,0.6208850957261014,18842.0
411930,Pinhão,PR,2010,30208,18428.0,92.91,750.24,623.78,6113.0,41.62,248.33,0.6100370762711864,18428.0
411930,Pinhão,PR,2009,30295,19644.0,92.43,790.77,603.89,6092.0,39.85,235.47,0.6484238323155637,19644.0
411930,Pinhão,PR,2008,30144,19846.0,91.83,779.36,573.67,6041.0,39.81,227.96,0.6583731422505308,19846.0
411930,Pinhão,PR,2007,29113,19380.0,89.16,760.61,567.7,5695.0,35.16,217.43,0.6656819977329715,19380.0
411930,Pinhão,PR,2006,27945,18757.0,86.0,760.1,578.5,5309.0,35.0,221.8,0.6712113079262838,18757.0
411930,Pinhão,PR,2005,28016,17743.0,86.0,726.17,560.48,5153.0,35.0,211.97,0.6333166761850372,17743.0
411940,Piraí do Sul,PR,2020,25617,20630.0,136.05,1045.72,727.04,17111.0,78.88,610.83,0.8053245891400242,20630.0
411940,Piraí do Sul,PR,2019,25463,20199.0,122.86,1028.81,724.58,16859.0,77.23,613.18,0.7932686643364882,20199.0
411940,Piraí do Sul,PR,2018,25291,20044.0,116.13,1014.16,722.48,16737.0,72.44,607.72,0.7925348938357518,20044.0
411940,Piraí do Sul,PR,2017,25277,19825.0,111.31,1020.8,732.13,16022.0,81.14,595.36,0.784309846896388,19825.0
411940,Piraí do Sul,PR,2016,25117,19513.0,87.04,977.44,698.03,15340.0,78.83,559.67,0.7768841820281085,19513.0
411940,Piraí do Sul,PR,2015,24953,18901.0,85.24,955.03,689.1,14538.0,75.56,539.34,0.757464032380876,18901.0
411940,Piraí do Sul,PR,2014,24786,18205.0,66.06,905.48,710.4,13273.0,73.81,554.02,0.7344872105220689,18205.0
411940,Piraí do Sul,PR,2013,24613,17610.0,65.38,818.76,676.44,13269.0,73.45,530.61,0.7154755616950392,17610.0
411940,Piraí do Sul,PR,2012,23693,17207.0,65.03,891.74,665.29,13012.0,73.27,520.12,0.7262482589794454,17207.0
411940,Piraí do Sul,PR,2011,23561,16863.0,64.84,869.82,645.86,12702.0,73.27,500.97,0.7157166503968423,16863.0
411940,Piraí do Sul,PR,2010,23424,16570.0,63.47,882.97,636.45,12432.0,62.77,450.05,0.7073941256830601,16570.0
411940,Piraí do Sul,PR,2009,24374,16106.0,63.47,821.75,622.45,10420.0,61.28,431.87,0.660786083531632,16106.0
411940,Piraí do Sul,PR,2008,24139,16075.0,62.64,739.88,587.68,10490.0,60.82,402.41,0.6659347943162517,16075.0
411940,Piraí do Sul,PR,2007,23170,15500.0,62.18,761.81,589.35,9820.0,60.73,398.03,0.6689684937419076,15500.0
411940,Piraí do Sul,PR,2006,23297,15184.0,62.0,744.8,558.5,9542.0,53.0,368.8,0.6517577370476886,15184.0
411940,Piraí do Sul,PR,2005,23046,14740.0,55.0,706.88,557.96,9154.0,53.0,373.58,0.6395903844484944,14740.0
411950,Piraquara,PR,2016,106132,104621.0,514.18,7874.44,4249.49,82267.0,397.69,3420.52,0.985763012098142,104621.0
411950,Piraquara,PR,2015,104481,102730.0,499.02,7648.5,4110.86,79973.0,387.05,3238.02,0.9832409720427637,102730.0
411950,Piraquara,PR,2014,102798,99660.0,602.2,7704.72,4178.83,71659.0,414.11,3230.13,0.9694741142823791,99660.0
411950,Piraquara,PR,2013,101053,96007.0,590.79,7358.49,4008.14,70309.0,406.14,3046.67,0.9500658070517451,96007.0
411950,Piraquara,PR,2012,96023,89080.0,569.75,7100.37,3824.23,63559.0,384.94,2752.38,0.927694406548431,89080.0
411950,Piraquara,PR,2011,94518,83809.0,560.27,6396.27,3507.67,55910.0,342.97,2423.0,0.8866988298525149,83809.0
411950,Piraquara,PR,2010,93207,78264.0,555.48,5907.27,3285.34,52910.0,339.96,2279.28,0.8396794232192861,78264.0
411950,Piraquara,PR,2008,86012,83987.0,543.54,5073.85,2841.12,52946.0,297.76,1839.24,0.9764567734734688,83987.0
411950,Piraquara,PR,2007,82006,81144.0,539.28,5182.12,2502.33,37270.0,198.24,1375.68,0.98948857400678,81144.0
411950,Piraquara,PR,2006,103574,70053.0,605.0,4892.7,2168.1,35188.0,183.0,1097.7,0.6763570007917045,70053.0
411950,Piraquara,PR,2005,98899,63820.0,576.0,5068.44,2009.84,32128.0,173.0,991.26,0.6453048059131032,63820.0
411960,Pitanga,PR,2020,29994,25831.0,156.86,1343.3,1043.91,16682.0,112.44,698.42,0.861205574448223,25831.0
411960,Pitanga,PR,2019,30310,25058.0,150.5,1364.56,1039.06,15934.0,109.9,691.46,0.8267238535136918,25058.0
411960,Pitanga,PR,2018,30635,24845.0,147.18,1304.32,1004.85,15432.0,107.35,664.27,0.8110004896360372,24845.0
411960,Pitanga,PR,2017,32015,24495.0,124.21,1273.22,1013.73,15216.0,102.09,661.35,0.7651101046384507,24495.0
411960,Pitanga,PR,2016,32215,24298.0,123.53,1253.88,994.37,14888.0,100.98,649.32,0.7542449169641471,24298.0
411960,Pitanga,PR,2015,32419,24005.0,125.16,1203.31,969.86,14640.0,98.98,619.92,0.7404608408649249,24005.0
411960,Pitanga,PR,2014,32626,22854.0,117.85,1194.09,975.42,12044.0,88.04,573.89,0.7004842763440201,22854.0
411960,Pitanga,PR,2013,32841,22279.0,116.65,1143.88,928.45,11575.0,87.68,543.39,0.6783898176060412,22279.0
411960,Pitanga,PR,2012,32152,21515.0,113.58,1145.29,910.74,11104.0,79.48,529.66,0.6691652152276686,21515.0
411960,Pitanga,PR,2011,32391,20870.0,111.41,1055.21,863.79,10614.0,79.38,507.11,0.6443147787965793,20870.0
411960,Pitanga,PR,2010,32638,20336.0,109.53,1010.6,840.14,10071.0,78.98,461.32,0.6230773944481892,20336.0
411960,Pitanga,PR,2009,35052,24000.0,108.81,1023.54,810.66,9814.0,65.49,409.63,0.6846970215679562,24000.0
411960,Pitanga,PR,2008,35155,23768.0,108.41,991.11,781.6,9753.0,65.11,390.48,0.6760915943677998,23768.0
411960,Pitanga,PR,2007,34310,23395.0,107.24,990.3,761.85,9314.0,64.67,377.01,0.6818711745846692,23395.0
411960,Pitanga,PR,2006,34382,22960.0,103.0,984.0,742.2,9136.0,64.0,364.6,0.6677912861380955,22960.0
411960,Pitanga,PR,2005,34607,22131.0,103.0,989.86,730.17,8898.0,64.0,356.76,0.6394948998757477,22131.0
411990,Ponta Grossa,PR,2020,355336,355300.0,1797.64,28598.72,17037.73,355266.0,1620.47,14989.95,0.9998986874394938,355300.0
411990,Ponta Grossa,PR,2019,351736,351700.0,1465.4,29229.84,16857.28,351666.0,1604.09,14821.55,0.9998976505106102,351700.0
