City Code,Name,State,Year,Total Population,Attended Population (water),Water Length,Water Volume Produced,Water Volume Consumed,Attended Population (sewer),Sewer Length,Sewer Volume,Percent Served,Served Population
120010,Brasiléia,AC,2018,25848,15487.0,73.28,2658.94,749.74,5800.0,12.75,78.0,0.5991566078613433,15487.0
120010,Brasiléia,AC,2017,24765,15172.0,73.28,2638.62,747.08,5800.0,12.75,75.0,0.612638804764789,15172.0
120010,Brasiléia,AC,2016,24311,13875.0,73.28,2611.2,707.22,5800.0,12.75,75.0,0.5707292994940562,13875.0
120010,Brasiléia,AC,2015,23849,12950.0,73.28,2560.0,747.17,5800.0,12.75,75.0,0.5429997064866452,12950.0
120010,Brasiléia,AC,2014,23378,12699.0,73.28,2552.67,926.08,5800.0,12.75,75.0,0.5432030113782188,12699.0
120010,Brasiléia,AC,2013,22899,11794.0,73.28,2478.32,801.02,5500.0,12.75,75.0,0.5150443250796978,11794.0
120010,Brasiléia,AC,2012,22261,10479.0,72.69,2406.13,705.11,5000.0,12.5,55.0,0.47073356992048876,10479.0
120010,Brasiléia,AC,2011,21837,12234.0,50.2,2382.25,728.59,5000.0,12.5,54.0,0.5602417914548702,12234.0
120032,Jordão,AC,2020,8473,3516.0,14.98,336.61,158.41,1200.0,3.0,25.0,0.4149651835241355,3516.0
120032,Jordão,AC,2013,7147,2587.0,6.8,204.97,143.73,3500.0,2.0,500.0,0.36197005736672727,2587.0
120033,Mâncio Lima,AC,2020,19311,12234.0,70.92,1171.26,652.6,11112.0,47.41,486.71,0.6335249339754544,12234.0
120038,Plácido de Castro,AC,2020,19955,8668.0,81.46,820.19,449.74,1516.0,4.7,66.96,0.4343773490353295,8668.0
120038,Plácido de Castro,AC,2012,17587,7000.0,62.1,723.28,424.14,13000.0,6.0,1000.0,0.39802126570762497,7000.0
120038,Plácido de Castro,AC,2010,17209,5956.0,48.35,570.62,330.42,1172.0,1.75,49.25,0.34609797199139986,5956.0
120040,Rio Branco,AC,2020,413418,219756.0,1149.11,33041.27,13028.26,88008.0,550.82,4740.98,0.531558858104872,219756.0
120040,Rio Branco,AC,2019,407319,221012.0,1148.66,32393.4,13230.7,88199.0,548.34,4472.62,0.5426017445785736,221012.0
120040,Rio Branco,AC,2018,401155,211260.0,1147.91,32023.67,12713.72,82178.0,546.27,4201.92,0.5266293577295559,211260.0
120040,Rio Branco,AC,2017,383443,210612.0,1139.57,31778.97,12864.51,83010.0,534.32,4329.95,0.5492654710087288,210612.0
120040,Rio Branco,AC,2016,377057,205986.0,1139.44,31448.76,12712.53,82966.0,533.47,4354.32,0.5462993658783685,205986.0
120040,Rio Branco,AC,2015,370550,202308.0,1139.44,30832.12,12121.59,83548.0,533.47,4083.41,0.5459668060990419,202308.0
120040,Rio Branco,AC,2014,363928,182738.0,1116.21,30831.71,11320.98,77271.0,467.27,3880.14,0.5021267943109626,182738.0
120040,Rio Branco,AC,2013,357194,174915.0,1074.72,27060.3,10766.74,72046.0,438.97,3728.55,0.48969187612333914,174915.0
120040,Rio Branco,AC,2012,348354,308545.0,820.08,26272.13,9859.0,82890.0,324.88,3644.85,0.885722569570035,308545.0
120040,Rio Branco,AC,2011,342299,308068.0,769.02,32548.18,9859.0,68000.0,231.0,3352.0,0.899996786435251,308068.0
120040,Rio Branco,AC,2010,336038,252931.0,769.0,29300.66,8183.19,68000.0,231.0,3732.5,0.7526857081639576,252931.0
120040,Rio Branco,AC,2009,305954,165894.0,769.0,28905.0,6834.0,62202.0,212.0,3128.0,0.5422187649123724,165894.0
120040,Rio Branco,AC,2008,301398,131218.0,617.28,27452.9,6206.83,57308.0,120.27,2931.61,0.4353645346020876,131218.0
120040,Rio Branco,AC,2007,290639,130838.0,617.0,24990.0,5351.23,59448.0,120.0,2265.0,0.45017358303599997,130838.0
120040,Rio Branco,AC,2006,314127,150633.0,539.5,26443.0,5339.8,74138.0,118.6,2618.0,0.4795289803168782,150633.0
120040,Rio Branco,AC,2005,305731,117592.0,552.7,23859.0,5362.5,58667.0,132.0,4800.0,0.38462570037058724,117592.0
270010,Água Branca,AL,2020,20230,12895.0,46.0,48.05,365.11,5000.0,10.0,200.0,0.6374196737518537,12895.0
270010,Água Branca,AL,2016,20422,13178.0,32.0,297.32,433.43,5376.0,10.0,100.0,0.6452844971109588,13178.0
270030,Arapiraca,AL,2020,233047,222011.0,642.89,9271.18,7944.73,4303.0,36.64,110.68,0.9526447454805254,222011.0
270030,Arapiraca,AL,2019,231747,220780.0,640.78,8532.18,7378.2,4280.0,36.64,109.49,0.952676841555662,220780.0
270030,Arapiraca,AL,2015,231053,221212.0,622.94,258.29,8223.24,70000.0,110.0,10000.0,0.9574080405794342,221212.0
270030,Arapiraca,AL,2014,229329,220476.0,597.04,199.73,7515.73,70000.0,110.0,10000.0,0.9613960728909122,220476.0
270030,Arapiraca,AL,2013,227640,213050.0,597.01,165.51,6503.48,70000.0,110.0,9120.0,0.9359075733614479,213050.0
270030,Arapiraca,AL,2012,218140,204935.0,597.0,186.83,5678.29,34000.0,110.0,9120.0,0.9394654808838361,204935.0
270060,Barra de São Miguel,AL,2020,8378,8377.0,51.0,2140.12,619.43,1413.0,2.1,39.52,0.9998806397708283,8377.0
270060,Barra de São Miguel,AL,2019,8322,8322.0,51.0,2041.78,578.56,1404.0,2.1,38.1,1.0,8322.0
270060,Barra de São Miguel,AL,2018,8264,8250.0,51.0,1488.08,571.7,1400.0,2.1,37.76,0.9983059051306873,8250.0
270060,Barra de São Miguel,AL,2017,8401,7066.0,51.0,1547.0,608.0,1285.0,2.1,30.22,0.8410903463873348,7066.0
270060,Barra de São Miguel,AL,2016,8336,7094.0,51.0,1908.26,705.86,591.0,2.1,23.0,0.8510076775431862,7094.0
270060,Barra de São Miguel,AL,2012,7755,6439.0,51.0,2025.27,554.61,1390.0,3.0,41.0,0.8303030303030303,6439.0
270130,Cajueiro,AL,2020,21331,19933.0,64.3,2144.44,1591.0,2199.0,5.0,149.0,0.9344615817355023,19933.0
270130,Cajueiro,AL,2019,21264,18933.0,60.2,1942.6,1586.0,2199.0,5.0,148.0,0.8903781038374717,18933.0
270130,Cajueiro,AL,2018,21194,18266.0,60.2,1937.4,1585.33,2199.0,5.0,62.0,0.8618476927432293,18266.0
270130,Cajueiro,AL,2017,21526,18100.0,57.2,1445.4,1300.86,2125.0,4.2,57.8,0.8408436309579114,18100.0
270130,Cajueiro,AL,2016,21443,17299.0,53.0,594.54,583.22,2045.0,4.05,54.15,0.8067434594040013,17299.0
270130,Cajueiro,AL,2015,21355,17230.0,50.0,590.69,580.69,2032.0,3.8,48.5,0.806836806368532,17230.0
270130,Cajueiro,AL,2014,21261,17172.0,48.5,595.3,575.3,1876.0,3.8,50.0,0.8076760265274446,17172.0
270130,Cajueiro,AL,2013,21480,16656.0,43.02,1250.8,725.8,1210.0,2.1,41.0,0.7754189944134078,16656.0
270130,Cajueiro,AL,2012,20626,16656.0,38.5,1013.8,725.8,1130.0,2.1,41.0,0.8075244836613983,16656.0
270130,Cajueiro,AL,2011,20520,16656.0,34.9,994.8,844.4,1116.0,2.0,38.0,0.8116959064327486,16656.0
270135,Campestre,AL,2020,6954,5839.0,5.0,300.0,500.0,5839.0,3.0,400.0,0.8396606269772793,5839.0
270135,Campestre,AL,2018,6918,5900.0,35.0,450.0,358.0,5300.0,35.0,350.0,0.8528476438276958,5900.0
270135,Campestre,AL,2017,7024,5900.0,35.0,396.0,327.3,5300.0,35.0,350.0,0.8399772209567198,5900.0
270135,Campestre,AL,2016,7002,5879.0,35.0,396.0,350.0,5000.0,35.0,350.0,0.8396172522136532,5879.0
270140,Campo Alegre,AL,2020,57537,50448.0,75.18,3316.31,1375.7,13900.0,62.0,328.0,0.876792324938735,50448.0
270140,Campo Alegre,AL,2019,57063,50112.0,74.23,3238.69,1125.54,13850.0,55.0,325.0,0.8781872667052205,50112.0
270140,Campo Alegre,AL,2018,56579,56579.0,73.35,3245.07,1131.22,13850.0,52.0,325.0,1.0,56579.0
270140,Campo Alegre,AL,2017,57548,56327.0,70.3,3224.14,1136.28,13850.0,52.0,325.0,0.9787829290331549,56327.0
270140,Campo Alegre,AL,2016,57008,51011.0,67.78,3225.99,645.7,13820.0,43.0,320.0,0.894804238001684,51011.0
270140,Campo Alegre,AL,2014,55814,49705.0,68.78,3344.87,2235.27,11576.0,21.0,557.0,0.8905471745440212,49705.0
270140,Campo Alegre,AL,2013,55161,47437.0,50.4,3182.55,2127.73,11025.0,14.0,551.25,0.8599735320244376,47437.0
270140,Campo Alegre,AL,2012,52327,45215.0,46.4,3074.15,2019.57,10500.0,9.0,551.25,0.8640854625719036,45215.0
270140,Campo Alegre,AL,2011,51584,43685.0,46.4,3062.1,2010.14,10500.0,9.0,551.25,0.8468711228287841,43685.0
270140,Campo Alegre,AL,2010,50816,41615.0,191.4,3077.38,2005.96,20203.0,60.0,525.0,0.8189349811083123,41615.0
270170,Capela,AL,2018,17124,8940.0,23.23,719.83,272.26,1068.0,1.65,32.82,0.5220742817098809,8940.0
270170,Capela,AL,2017,17354,8813.0,23.23,452.09,227.5,1081.0,1.65,9.82,0.5078368099573586,8813.0
270170,Capela,AL,2016,17428,9823.0,23.23,825.48,324.64,606.0,1.65,59.79,0.5636332338765205,9823.0
270170,Capela,AL,2015,17507,10023.0,23.23,703.46,366.91,587.0,1.65,59.79,0.5725138516022162,10023.0
270170,Capela,AL,2014,17591,10092.0,23.23,785.46,375.14,642.0,1.63,59.8,0.5737024614859871,10092.0
270170,Capela,AL,2013,17266,10256.0,24.22,882.56,337.41,1013.0,1.5,20.72,0.5939997683308236,10256.0
270230,Coruripe,AL,2020,57294,56767.0,258.0,9572.0,9572.0,13942.0,25.13,585.25,0.9908018291618669,56767.0
270230,Coruripe,AL,2019,56933,56570.0,252.0,7080.1,7080.1,13736.0,25.13,578.89,0.9936240844501432,56570.0
270230,Coruripe,AL,2018,56562,56562.0,245.0,6092.0,6092.0,10778.0,17.5,407.64,1.0,56562.0
270230,Coruripe,AL,2017,57498,57498.0,225.0,5081.0,5081.0,9410.0,13.3,323.84,1.0,57498.0
270230,Coruripe,AL,2016,57079,56701.0,218.0,5071.0,5010.0,8313.0,13.3,322.1,0.9933775994674048,56701.0
270230,Coruripe,AL,2015,56631,56631.0,213.0,5056.0,2899.0,8231.0,13.3,319.2,1.0,56631.0
270230,Coruripe,AL,2014,56153,56153.0,209.0,5050.0,2895.0,7897.0,13.0,312.94,1.0,56153.0
270230,Coruripe,AL,2013,55648,50609.0,205.0,4580.0,2826.0,6975.0,13.0,306.8,0.909448677400805,50609.0
270230,Coruripe,AL,2012,53224,50547.0,185.0,4432.0,2798.0,6829.0,13.0,298.0,0.9497031414399519,50547.0
270230,Coruripe,AL,2011,52716,50080.0,150.0,3000.0,2700.0,6630.0,13.0,290.0,0.949996206085439,50080.0
270230,Coruripe,AL,2009,53369,11655.0,26.2,672.45,381.85,8050.0,13.0,290.0,0.218385204894227,11655.0
270240,Delmiro Gouveia,AL,2020,52262,51932.0,315.0,3632.71,1713.2,4200.0,180.0,160.0,0.9936856607095021,51932.0
270240,Delmiro Gouveia,AL,2015,51997,50940.0,208.0,9811.65,3143.78,44000.0,130.0,3300.0,0.9796719041483163,50940.0
270240,Delmiro Gouveia,AL,2014,51349,50650.0,203.9,9921.2,3398.21,40000.0,107.0,3000.0,0.9863872714171649,50650.0
270240,Delmiro Gouveia,AL,2013,50999,49661.0,169.73,10444.99,3674.86,38000.0,75.0,2200.0,0.9737641914547344,49661.0
270240,Delmiro Gouveia,AL,2012,48876,46373.0,142.78,10996.4,5069.22,35000.0,67.0,1800.0,0.9487887715852361,46373.0
270240,Delmiro Gouveia,AL,2011,48493,42209.0,141.89,8682.3,3755.08,32000.0,63.0,1500.0,0.8704142865980657,42209.0
270240,Delmiro Gouveia,AL,2010,48096,42042.0,131.1,10192.61,3251.68,27708.0,55.0,1017.74,0.8741267465069861,42042.0
270270,Feliz Deserto,AL,2012,4482,4000.0,12.0,203.0,158.0,2500.0,12.0,90.0,0.892458723784025,4000.0
270280,Flexeiras,AL,2020,12807,6413.0,18.0,368.05,179.62,8331.0,11.64,432.0,0.5007417818380573,6413.0
270280,Flexeiras,AL,2014,12890,6840.0,13.16,351.49,226.46,8385.0,50.0,300.0,0.5306439100077579,6840.0
270300,Ibateguara,AL,2020,15627,6244.0,15.9,327.5,167.09,10938.0,17.5,330.0,0.3995648556984706,6244.0
270350,Jacuípe,AL,2020,7006,3704.0,12.0,221.97,110.6,1045.0,3.06,31.44,0.5286896945475307,3704.0
270350,Jacuípe,AL,2019,7021,3712.0,12.0,209.94,138.43,1048.0,3.06,31.43,0.5286996154393961,3712.0
270350,Jacuípe,AL,2018,7036,3428.0,12.0,173.34,110.57,1044.0,3.06,31.32,0.4872086412734508,3428.0
270350,Jacuípe,AL,2017,7135,4055.0,12.0,203.0,51.45,1268.0,3.06,19.13,0.5683251576734408,4055.0
270350,Jacuípe,AL,2016,7148,4384.0,12.0,227.62,136.2,762.0,3.06,31.0,0.6133184107442641,4384.0
270350,Jacuípe,AL,2015,7162,4384.0,12.0,324.98,147.78,926.0,3.06,31.29,0.6121195196872382,4384.0
270350,Jacuípe,AL,2014,7177,4406.0,12.0,233.2,138.43,1078.0,3.06,15.3,0.6139055315591473,4406.0
270350,Jacuípe,AL,2011,6973,3255.0,6.34,221.65,104.45,4340.0,23.0,100.0,0.4668005162770687,3255.0
270430,Maceió,AL,2020,1025360,918837.0,1616.41,71513.01,28190.87,441254.0,403.27,14172.87,0.8961116095810252,918837.0
270430,Maceió,AL,2019,1018948,913127.0,1616.41,69793.8,33351.2,438512.0,403.03,13183.0,0.8961468102395804,913127.0
270430,Maceió,AL,2018,1012382,881622.0,1616.41,70401.1,26759.17,427154.0,403.03,11861.31,0.8708392681813781,881622.0
270430,Maceió,AL,2017,1029129,942905.0,1444.0,71182.42,30436.47,318097.0,385.33,9531.96,0.916216528734493,942905.0
270430,Maceió,AL,2016,1021709,982548.0,1444.0,71794.67,28771.59,411972.0,407.53,26496.56,0.9616710824706448,982548.0
270430,Maceió,AL,2015,1013773,979479.0,1444.0,71647.4,29635.75,354519.0,407.53,10549.0,0.966171914225374,979479.0
270430,Maceió,AL,2014,1005319,969953.0,1444.0,71178.17,30083.32,373737.0,407.53,11185.2,0.9648211164814352,969953.0
270430,Maceió,AL,2013,996733,943410.0,1444.0,72982.86,28256.42,371767.0,318.4,11540.5,0.9465022227617627,943410.0
270430,Maceió,AL,2012,953393,916652.0,1430.0,72495.86,25886.71,369397.0,316.4,25524.29,0.9614629014477766,916652.0
270430,Maceió,AL,2011,943110,853765.0,1430.0,70094.63,24777.75,333439.0,316.4,14684.8,0.9052655575701668,853765.0
270430,Maceió,AL,2010,932748,812235.0,1400.0,66829.91,22679.12,320595.0,316.4,13560.0,0.870797900397535,812235.0
270430,Maceió,AL,2009,936314,766282.0,1300.0,65843.23,21256.27,295328.0,316.4,10886.4,0.8184028007698272,766282.0
270430,Maceió,AL,2008,924143,786115.0,1300.0,68864.4,21748.27,283872.0,316.4,10886.4,0.8506421625224667,786115.0
270430,Maceió,AL,2007,896965,782210.0,1300.0,71370.5,22056.31,279912.0,256.5,10886.4,0.8720630124921263,782210.0
270430,Maceió,AL,2006,922458,763472.0,1234.3,68062.8,24085.8,254331.0,256.5,21772.8,0.8276496057273068,763472.0
270430,Maceió,AL,2005,903463,781129.0,1234.0,66087.8,24288.8,253814.0,256.5,28641.6,0.8645943442066802,781129.0
270450,Maragogi,AL,2020,33032,15941.0,28.8,936.98,494.3,10491.0,22.5,369.17,0.48259263744248004,15941.0
270450,Maragogi,AL,2019,32704,15784.0,27.0,668.03,511.5,10388.0,22.5,336.93,0.4826320939334638,15784.0
270450,Maragogi,AL,2018,32369,15616.0,27.4,720.42,450.86,10472.0,22.5,308.08,0.48243689950261054,15616.0
270450,Maragogi,AL,2017,32940,14903.0,27.4,1401.0,487.75,7773.0,22.5,236.04,0.4524286581663631,14903.0
270450,Maragogi,AL,2016,32568,15809.0,27.4,1980.89,580.41,7503.0,22.5,392.0,0.48541513141734216,15809.0
270450,Maragogi,AL,2015,32171,15792.0,27.4,1709.28,613.61,7564.0,22.5,352.0,0.4908768766901868,15792.0
270450,Maragogi,AL,2014,31748,15665.0,27.4,1686.22,606.58,7522.0,20.55,401.96,0.4934169081516946,15665.0
270450,Maragogi,AL,2013,31299,15061.0,27.4,1641.28,544.6,7520.0,20.55,362.0,0.48119748234767884,15061.0
270450,Maragogi,AL,2012,29794,14502.0,27.4,1308.79,490.61,8831.0,20.55,448.41,0.4867422971068,14502.0
270450,Maragogi,AL,2011,29280,13607.0,27.4,1072.74,470.28,8768.0,20.55,438.2,0.46471994535519123,13607.0
270450,Maragogi,AL,2010,28749,13415.0,27.4,1366.0,431.21,8538.0,20.55,346.55,0.46662492608438555,13415.0
270450,Maragogi,AL,2009,26978,12765.0,27.4,1297.43,415.08,8282.0,20.5,180.0,0.4731633182593224,12765.0
270450,Maragogi,AL,2008,26520,14830.0,27.0,1276.46,367.39,9130.0,20.5,292.0,0.5592006033182504,14830.0
270450,Maragogi,AL,2007,25726,13325.0,21.7,1210.2,371.47,9085.0,20.2,280.0,0.5179584855787919,13325.0
270470,Marechal Deodoro,AL,2020,52380,52380.0,167.2,14989.88,5626.51,27180.0,44.6,1618.65,1.0,52380.0
270470,Marechal Deodoro,AL,2019,51901,51901.0,157.2,11788.64,4715.45,26648.0,44.6,1430.89,1.0,51901.0
270470,Marechal Deodoro,AL,2018,51364,51364.0,152.2,10477.52,3367.22,28492.0,44.6,1324.9,1.0,51364.0
270470,Marechal Deodoro,AL,2017,52260,51737.0,147.2,9945.1,2877.97,22748.0,44.6,1206.91,0.9899923459624952,51737.0
270470,Marechal Deodoro,AL,2015,51132,50792.0,135.0,8287.59,2398.31,13884.0,41.0,325.51,0.9933505436908394,50792.0
270470,Marechal Deodoro,AL,2014,50512,49554.0,122.0,7498.73,2175.34,13884.0,28.0,325.51,0.9810342096927462,49554.0
270470,Marechal Deodoro,AL,2013,49853,49800.0,122.0,6817.03,1977.58,11500.0,28.0,295.92,0.9989368744107676,49800.0
270470,Marechal Deodoro,AL,2012,47504,47500.0,107.0,5209.47,1772.7,11220.0,28.0,295.92,0.9999157965644998,47500.0
270470,Marechal Deodoro,AL,2011,46754,45977.0,107.0,4968.89,1690.84,11220.0,28.0,295.92,0.9833811010822603,45977.0
270470,Marechal Deodoro,AL,2010,45977,45977.0,107.0,4399.0,1607.81,11220.0,28.0,295.92,1.0,45977.0
270490,Mar Vermelho,AL,2020,3494,1617.0,5.25,83.44,57.34,1400.0,3.5,20.0,0.4627933600457928,1617.0
270520,Messias,AL,2014,17350,12348.0,19.1,801.62,404.07,12000.0,19.0,500.0,0.7117002881844381,12348.0
270520,Messias,AL,2013,17110,11538.0,18.1,766.61,352.92,4000.0,10.7,168.0,0.6743424897720631,11538.0
270560,Novo Lino,AL,2018,12615,5276.0,9.0,324.92,144.69,3000.0,3.0,34.0,0.41823226317875545,5276.0
270580,Olho d Água do Casado,AL,2020,9441,5499.0,21.0,959.36,151.17,4500.0,5.0,200.0,0.5824594852240229,5499.0
270660,Paulo Jacinto,AL,2020,7560,5297.0,17.45,416.67,200.2,1655.0,3.02,37.28,0.7006613756613757,5297.0
270660,Paulo Jacinto,AL,2019,7564,5300.0,17.0,521.05,223.22,1656.0,3.02,37.05,0.7006874669487044,5300.0
270660,Paulo Jacinto,AL,2018,7568,5407.0,17.45,528.71,218.98,1688.0,3.02,38.74,0.7144556025369979,5407.0
270660,Paulo Jacinto,AL,2017,7679,4602.0,17.45,557.89,224.85,1458.0,3.02,25.48,0.5992967834353431,4602.0
270660,Paulo Jacinto,AL,2016,7680,4878.0,17.45,585.27,268.79,1075.0,3.01,122.53,0.63515625,4878.0
270660,Paulo Jacinto,AL,2015,7682,5069.0,17.45,532.93,282.92,1104.0,3.01,122.53,0.6598542046342099,5069.0
270660,Paulo Jacinto,AL,2014,7683,5009.0,17.45,398.54,284.18,1178.0,3.01,122.5,0.6519588702329819,5009.0
270660,Paulo Jacinto,AL,2013,7685,4876.0,17.45,307.47,189.77,1130.0,2.86,75.46,0.6344827586206897,4876.0
270680,Piaçabuçu,AL,2020,17848,10096.0,13.62,1342.12,305.54,6000.0,15.0,500.0,0.5656656207978485,10096.0
270690,Pilar,AL,2020,35212,33622.0,170.5,3093.9,2141.3,3181.0,17.84,350.4,0.9548449392252641,33622.0
270690,Pilar,AL,2015,35295,34441.0,93.0,2738.57,1660.11,4000.0,7.0,167.0,0.9758039382348774,34441.0
270690,Pilar,AL,2014,35153,34116.0,93.0,2480.13,1665.94,4000.0,7.0,166.4,0.970500384035502,34116.0
270710,Piranhas,AL,2020,25183,18951.0,57.0,2495.36,579.61,8412.0,28.1,264.98,0.752531469642219,18951.0
270710,Piranhas,AL,2019,25039,18843.0,57.0,2521.63,603.53,8364.0,28.1,274.47,0.7525460281960142,18843.0
270710,Piranhas,AL,2018,24891,18502.0,55.0,1168.56,655.05,8292.0,28.1,373.44,0.743320879032582,18502.0
270710,Piranhas,AL,2017,25298,20750.0,55.0,1134.48,567.37,8444.0,28.1,192.96,0.8202229425251008,20750.0
270710,Piranhas,AL,2016,25130,22246.0,52.0,3510.86,699.28,7410.0,26.12,502.29,0.8852367688022285,22246.0
270710,Piranhas,AL,2015,24950,22243.0,44.0,3480.7,701.05,7316.0,25.39,492.36,0.891503006012024,22243.0
270710,Piranhas,AL,2014,24759,22140.0,39.8,3398.94,659.67,7266.0,22.12,457.19,0.8942202835332607,22140.0
270710,Piranhas,AL,2013,24556,20738.0,33.71,3160.49,568.9,7056.0,19.31,438.31,0.8445186512461313,20738.0
270710,Piranhas,AL,2012,23504,17082.0,32.76,2550.59,496.33,7436.0,18.45,434.1,0.7267699115044248,17082.0
270710,Piranhas,AL,2011,23279,13857.0,29.98,2698.11,461.36,7949.0,18.45,334.68,0.5952575282443404,13857.0
270710,Piranhas,AL,2010,23045,13660.0,29.98,2690.2,418.39,7865.0,18.37,212.36,0.5927533087437622,13660.0
270710,Piranhas,AL,2009,25107,11467.0,29.98,2873.98,389.05,7254.0,17.5,240.0,0.45672521607519817,11467.0
270710,Piranhas,AL,2008,24651,8430.0,28.25,2727.66,357.87,5424.0,10.0,467.3,0.34197395643178774,8430.0
270710,Piranhas,AL,2007,23910,7920.0,23.0,1393.9,330.54,5295.0,6.7,360.2,0.3312421580928482,7920.0
270760,Quebrangulo,AL,2020,11248,6698.0,21.4,8201.27,8165.9,1386.0,3.18,30.53,0.5954836415362731,6698.0
270760,Quebrangulo,AL,2019,11294,6726.0,21.4,7237.43,7017.43,1392.0,3.18,30.78,0.5955374535151408,6726.0
270760,Quebrangulo,AL,2018,11342,6603.0,21.4,4306.5,4170.85,1408.0,3.18,32.08,0.5821724563569035,6603.0
270760,Quebrangulo,AL,2017,11496,6220.0,21.4,2710.37,2613.45,1309.0,3.18,22.17,0.5410577592205985,6220.0
270760,Quebrangulo,AL,2016,11542,6603.0,20.85,7232.51,4967.87,927.0,3.43,134.65,0.572084560734708,6603.0
270760,Quebrangulo,AL,2015,11592,6555.0,20.85,7613.35,5228.93,958.0,3.43,134.65,0.5654761904761905,6555.0
270760,Quebrangulo,AL,2010,11480,6430.0,17.33,6500.2,4684.26,2855.0,5.0,242.0,0.5601045296167247,6430.0
270770,Rio Largo,AL,2020,75394,62932.0,192.5,4700.5,1467.44,24500.0,25.0,584.87,0.8347083322280288,62932.0
270770,Rio Largo,AL,2019,75120,62704.0,193.0,5380.58,1607.93,24412.0,25.0,585.96,0.8347177848775292,62704.0
270770,Rio Largo,AL,2018,74838,59256.0,192.5,4775.43,1512.81,23220.0,25.0,469.78,0.7917902669766697,59256.0
270770,Rio Largo,AL,2017,76019,56756.0,192.5,5016.0,1564.8,20250.0,25.0,262.7,0.7466028229784659,56756.0
270770,Rio Largo,AL,2016,75688,51477.0,190.0,4508.17,1828.73,9108.0,25.0,304.0,0.6801210231476588,51477.0
270780,Roteiro,AL,2020,6649,5851.0,12.5,1000.0,86.4,5851.0,12.0,86.4,0.8799819521732591,5851.0
270780,Roteiro,AL,2019,6664,5851.0,12.5,1000.0,86.4,5851.0,12.0,86.4,0.878001200480192,5851.0
270780,Roteiro,AL,2018,6680,5851.0,12.5,1000.0,86.4,5851.0,12.0,86.4,0.8758982035928143,5851.0
270810,Santana do Mundaú,AL,2020,10687,5517.0,27.0,480.0,318.17,3783.0,10.09,69.04,0.5162346776457378,5517.0
270830,São José da Laje,AL,2013,23847,20800.0,54.0,1500.0,1300.0,11100.0,51.0,580.0,0.8722271145217427,20800.0
270830,São José da Laje,AL,2012,22906,20500.0,51.0,875.08,675.08,11020.0,51.0,370.0,0.8949620186850606,20500.0
270860,São Miguel dos Campos,AL,2020,61797,59050.0,195.0,3590.0,2196.4,30165.0,109.75,1750.0,0.9555480039484118,59050.0
270860,São Miguel dos Campos,AL,2019,61251,58994.0,195.0,3690.0,2089.0,30063.0,109.75,1652.6,0.9631516220143345,58994.0
270860,São Miguel dos Campos,AL,2018,60775,50844.0,195.0,3620.0,2049.4,28368.0,108.52,1652.1,0.8365939942410531,50844.0
270860,São Miguel dos Campos,AL,2017,61827,50146.0,189.0,3570.0,2021.27,27412.0,96.28,1596.44,0.8110695974250732,50146.0
270860,São Miguel dos Campos,AL,2016,61204,50122.0,189.0,3568.0,2020.32,27302.0,95.26,1598.0,0.8189334030455526,50122.0
270860,São Miguel dos Campos,AL,2015,60539,60539.0,165.0,3550.0,2010.35,59830.0,71.94,1608.0,1.0,60539.0
270860,São Miguel dos Campos,AL,2014,59830,59830.0,165.0,3440.0,2013.91,59830.0,71.94,1510.0,1.0,59830.0
270860,São Miguel dos Campos,AL,2013,59077,56900.0,165.0,3380.0,1984.43,36500.0,71.94,1510.0,0.9631497875653807,56900.0
270860,São Miguel dos Campos,AL,2012,56319,53419.0,165.0,3360.0,1939.66,36500.0,71.94,1500.0,0.9485076084447522,53419.0
270860,São Miguel dos Campos,AL,2011,55463,53419.0,165.0,6736.0,1889.98,36500.0,71.94,1500.0,0.9631466022393307,53419.0
270860,São Miguel dos Campos,AL,2008,53070,50431.0,142.1,2340.16,1884.53,35415.0,71.62,762.92,0.9502732240437158,50431.0
270860,São Miguel dos Campos,AL,2007,51473,41095.0,179.53,2191.25,1727.84,31295.0,69.74,742.82,0.7983797330639364,41095.0
270860,São Miguel dos Campos,AL,2005,43338,42909.0,142.1,2118.8,1829.0,25934.0,65.6,957.1,0.9901010660390419,42909.0
270910,Taquarana,AL,2018,19886,8210.0,21.32,343.6,247.15,500.0,1.1,78.0,0.41285326360253444,8210.0
270910,Taquarana,AL,2017,20205,8511.0,21.32,364.41,256.86,485.0,1.1,70.0,0.4212323682256867,8511.0
270910,Taquarana,AL,2016,20097,8413.0,21.32,313.7,313.7,485.0,1.1,70.0,0.41861969448176345,8413.0
270915,Teotônio Vilela,AL,2020,44372,39000.0,96.0,2300.0,2110.0,28000.0,53.12,1900.0,0.878932660236185,39000.0
270915,Teotônio Vilela,AL,2019,44169,38500.0,90.9,2200.0,1900.0,27500.0,52.0,1890.0,0.8716520636645612,38500.0
270915,Teotônio Vilela,AL,2018,43960,38500.0,90.9,1890.0,1890.0,27500.0,32.05,1890.0,0.8757961783439491,38500.0
270915,Teotônio Vilela,AL,2017,44666,37700.0,90.15,1850.0,1850.0,26200.0,30.6,1850.0,0.8440424483947522,37700.0
270915,Teotônio Vilela,AL,2016,44426,37552.0,63.45,1650.0,1650.0,25360.0,23.75,1650.0,0.8452707873767613,37552.0
270915,Teotônio Vilela,AL,2015,44169,36960.0,63.0,1630.0,1630.0,25310.0,23.6,1630.0,0.8367859811179786,36960.0
